Date,Open,High,Low,Close,Adj Close,Volume
2004-01-26,41.049999,41.770000,40.410000,40.790001,21.758562,59890300
2004-02-02,41.259998,41.259998,40.049999,40.509998,21.609200,55403800
2004-02-09,40.310001,42.150002,40.209999,41.910000,22.356009,53184400
2004-02-16,42.200001,42.450001,41.799999,42.029999,22.559231,38140600
2004-02-23,42.230000,42.750000,42.110001,42.169998,22.634384,52914900
2004-03-01,42.580002,42.639999,41.599998,42.490002,22.806141,62645400
2004-03-08,42.500000,43.400002,41.139999,42.029999,22.559231,69459400
2004-03-15,41.779999,42.630001,41.470001,41.500000,22.274773,59963500
2004-03-22,41.250000,41.480000,39.910000,40.740002,21.866840,60511200
2004-03-29,40.869999,41.990002,40.860001,41.910000,22.494837,55357500
2004-04-05,41.970001,42.930000,41.880001,42.450001,22.784672,38485900
2004-04-12,42.700001,43.900002,42.500000,43.860001,23.541475,56139000
2004-04-19,43.849998,43.860001,42.400002,42.970001,23.063780,46537200
2004-04-26,43.250000,43.970001,42.500000,42.549999,22.838341,61355700
2004-05-03,42.900002,44.240002,42.830002,43.250000,23.214058,60209900
2004-05-10,42.630001,43.560001,41.590000,43.270000,23.224800,61855200
2004-05-17,43.299999,43.540001,42.439999,42.599998,23.012945,60548100
2004-05-24,42.660000,43.820000,42.500000,43.250000,23.364079,55151200
2004-05-31,43.500000,43.990002,43.209999,43.369999,23.428904,42261800
2004-06-07,44.000000,44.240002,43.099998,43.980000,23.758427,44551500
2004-06-14,43.990002,44.980000,43.709999,44.980000,24.298645,57969900
2004-06-21,44.889999,45.529999,44.250000,44.250000,23.904293,66350100
2004-06-28,44.500000,44.889999,44.000000,44.720001,24.158186,58920300
2004-07-05,44.799999,45.549999,44.740002,45.450001,24.552547,42443700
2004-07-12,45.250000,45.950001,44.849998,45.830002,24.757826,44203000
2004-07-19,45.799999,46.820000,44.400002,45.320000,24.482313,51109100
2004-07-26,45.270000,46.340000,44.599998,46.299999,25.011721,59571200
2004-08-02,46.290001,46.939999,45.000000,45.119999,24.374275,59297000
2004-08-09,45.240002,46.040001,44.500000,44.919998,24.266233,58941300
2004-08-16,45.020000,45.650002,44.200001,45.250000,24.591099,58322800
2004-08-23,45.450001,45.580002,44.509998,45.439999,24.694355,49192900
2004-08-30,45.349998,47.240002,45.090000,47.060001,25.574755,52566100
2004-09-06,47.070000,47.639999,46.650002,47.369999,25.743217,45576400
2004-09-13,47.529999,48.560001,47.299999,48.369999,26.286655,57200200
2004-09-20,48.380001,49.619999,47.599998,47.830002,25.993208,71832100
2004-09-27,47.650002,49.790001,47.610001,48.889999,26.569277,66704300
2004-10-04,48.750000,50.459999,48.400002,49.840000,27.085535,58363800
2004-10-11,50.000000,50.040001,48.180000,49.020000,26.639919,54717600
2004-10-18,48.799999,49.299999,48.230000,48.700001,26.466005,54020000
2004-10-25,48.599998,49.389999,48.250000,49.220001,26.748611,69291700
2004-11-01,49.400002,50.430000,48.250000,50.389999,27.384441,68746000
2004-11-08,50.349998,50.500000,48.900002,50.419998,27.400745,55186000
2004-11-15,50.130001,50.400002,49.160000,50.380001,27.527145,57241500
2004-11-22,50.380001,52.000000,50.299999,51.650002,28.221067,39959100
2004-11-29,51.680000,51.779999,49.599998,50.270000,27.467049,65927200
2004-12-06,50.279999,50.470001,48.900002,50.150002,27.401470,62237400
2004-12-13,50.450001,50.799999,49.639999,49.799999,27.210241,79045400
2004-12-20,50.049999,52.049999,50.000000,51.970001,28.395906,54540700
2004-12-27,51.799999,51.950001,50.799999,51.259998,28.007969,48227600
2005-01-03,51.020000,51.020000,49.250000,49.790001,27.204775,69330300
2005-01-10,49.860001,51.209999,49.630001,51.070000,27.904161,56046800
2005-01-17,50.950001,51.549999,50.349998,50.439999,27.559933,48206200
2005-01-24,50.939999,51.950001,50.910000,51.270000,28.013441,58189200
2005-01-31,51.500000,55.320000,51.349998,55.290001,30.209925,78825100
2005-02-07,55.119999,56.869999,54.610001,56.110001,30.657965,72629100
2005-02-14,56.250000,59.849998,56.070000,59.410000,32.620026,85825900
2005-02-21,59.500000,63.689999,58.250000,63.259998,34.733925,108879400
2005-02-28,63.259998,64.040001,61.990002,63.570000,34.904148,128760400
2005-03-07,63.580002,64.370003,59.500000,61.049999,33.520508,170203800
2005-03-14,61.060001,62.849998,59.470001,62.650002,34.399010,112404900
2005-03-21,62.650002,62.980000,58.549999,59.000000,32.394913,88667200
2005-03-28,59.040001,60.700001,57.380001,60.549999,33.245964,104896100
2005-04-04,60.950001,61.740002,59.849998,60.009998,32.949463,85301200
2005-04-11,59.990002,60.750000,56.099998,56.189999,30.852032,108657500
2005-04-18,55.650002,59.950001,55.400002,59.419998,32.625515,101287200
2005-04-25,59.959999,60.470001,56.000000,57.029999,31.313250,106656400
2005-05-02,57.000000,58.650002,56.070000,57.599998,31.626230,86596000
2005-05-09,57.750000,58.049999,53.580002,53.700001,29.484861,90230700
2005-05-16,53.500000,54.970001,52.779999,54.009998,29.806108,132074700
2005-05-23,54.380001,56.900002,54.139999,56.799999,31.345798,71143800
2005-05-30,57.000000,57.779999,56.099998,57.150002,31.538954,72240800
2005-06-06,57.299999,58.610001,56.700001,58.380001,32.217743,78047600
2005-06-13,58.250000,61.020000,57.790001,60.889999,33.602909,74646000
2005-06-20,61.099998,61.130001,58.150002,58.150002,32.090820,85955600
2005-06-27,58.330002,59.799999,57.459999,58.310001,32.179115,81724400
2005-07-04,58.560001,60.730000,58.290001,59.400002,32.780640,69456400
2005-07-11,59.389999,60.240002,57.880001,58.160000,32.096329,81990700
2005-07-18,58.020000,59.700001,57.689999,59.500000,32.835842,86740200
2005-07-25,59.950001,60.470001,58.750000,58.750000,32.421925,79287500
2005-08-01,59.230000,60.090000,57.759998,58.090000,32.057709,75323900
2005-08-08,58.650002,61.340000,58.439999,61.049999,33.691231,88550500
2005-08-15,60.950001,61.080002,57.779999,58.820000,32.619663,80871900
2005-08-22,59.540001,59.750000,58.369999,58.410000,32.392292,78777100
2005-08-29,59.240002,62.040001,58.119999,60.680000,33.651157,124066400
2005-09-05,60.619999,63.200001,60.250000,63.200001,35.048672,87783100
2005-09-12,62.849998,63.889999,61.730000,63.700001,35.325958,98468100
2005-09-19,64.000000,65.959999,63.599998,63.830002,35.398041,105861600
2005-09-26,63.700001,65.010002,63.299999,63.540001,35.237217,85614800
2005-10-03,63.549999,63.889999,57.900002,59.599998,33.052219,123949600
2005-10-10,59.599998,59.790001,57.139999,58.639999,32.519840,90428500
2005-10-17,59.049999,59.450001,54.500000,55.369999,30.706402,164857900
2005-10-24,55.310001,57.889999,54.790001,56.310001,31.227705,114940800
2005-10-31,57.029999,58.820000,56.009998,57.900002,32.109463,106155000
2005-11-07,57.799999,58.330002,55.840000,56.520000,31.344147,103492700
2005-11-14,56.820000,58.389999,56.130001,58.250000,32.468464,98267600
2005-11-21,58.509998,60.259998,58.500000,60.110001,33.505222,54127800
2005-11-28,59.549999,59.849998,58.000000,59.070000,32.925522,85289100
2005-12-05,59.380001,60.380001,58.049999,58.500000,32.607800,88256400
2005-12-12,58.810001,59.930000,58.049999,58.060001,32.362553,85559800
2005-12-19,58.220001,58.590000,56.650002,57.099998,31.827440,68772500
2005-12-26,57.000000,57.000000,55.599998,56.169998,31.309067,60748300
2006-01-02,56.419998,59.560001,56.419998,59.430000,33.126190,77484500
2006-01-09,59.799999,61.000000,59.160000,60.970001,33.984581,90737800
2006-01-16,61.259998,62.060001,60.119999,60.529999,33.739311,79225600
2006-01-23,60.529999,61.650002,59.549999,61.290001,34.162952,107825500
2006-01-30,62.880001,63.959999,61.029999,61.389999,34.218685,114529300
2006-02-06,61.700001,62.610001,58.599998,59.430000,33.126190,110616600
2006-02-13,59.430000,60.680000,58.799999,60.549999,33.929794,98785800
2006-02-20,61.000000,61.299999,59.630001,60.419998,33.856953,64256100
2006-02-27,60.200001,61.500000,59.099998,60.980000,34.170757,86028700
2006-03-06,60.950001,61.090000,58.439999,59.180000,33.162098,99206900
2006-03-13,59.680000,61.919998,59.439999,61.049999,34.209969,99057500
2006-03-20,60.770000,61.689999,60.330002,61.169998,34.277225,84476400
2006-03-27,61.110001,61.889999,60.820000,60.860001,34.103500,86249100
2006-04-03,61.360001,62.700001,60.430000,61.330002,34.366852,78909600
2006-04-10,61.900002,62.730000,61.000000,61.560001,34.495754,53362100
2006-04-17,61.939999,65.000000,61.610001,65.000000,36.423382,99722900
2006-04-24,64.760002,64.980003,61.000000,63.080002,35.347507,109325500
2006-05-01,63.400002,64.769997,62.889999,64.000000,35.863022,99001900
2006-05-08,63.599998,64.260002,62.060001,62.240002,34.876801,83168200
2006-05-15,61.509998,62.709999,59.500000,60.450001,34.044128,107346600
2006-05-22,59.950001,61.930000,59.150002,61.580002,34.680523,100155000
2006-05-29,61.700001,61.849998,59.759998,61.650002,34.719955,78973100
2006-06-05,62.099998,62.200001,57.820000,58.799999,33.114887,126952900
2006-06-12,59.049999,59.549999,56.639999,58.799999,33.114887,123964300
2006-06-19,58.770000,58.869999,57.209999,58.099998,32.720665,94884900
2006-06-26,58.099998,62.650002,57.910000,61.349998,34.550999,122773100
2006-07-03,61.799999,63.889999,61.630001,62.840000,35.390137,71410700
2006-07-10,63.000000,65.000000,62.779999,64.900002,36.550274,92112400
2006-07-17,64.500000,64.940002,63.570000,63.930000,36.004009,114282600
2006-07-24,64.349998,67.650002,64.199997,67.000000,37.732944,121995100
2006-07-31,67.430000,69.279999,66.760002,68.690002,38.684719,105125600
2006-08-07,69.000000,70.419998,68.389999,69.730003,39.270432,112604700
2006-08-14,69.540001,69.919998,67.010002,69.099998,39.096188,121963200
2006-08-21,69.300003,71.220001,69.040001,70.430000,39.848690,102548600
2006-08-28,70.050003,70.199997,67.370003,68.099998,38.530392,102826900
2006-09-04,67.680000,68.650002,66.779999,66.809998,37.800510,88565700
2006-09-11,66.360001,66.400002,64.110001,64.650002,36.578407,137224400
2006-09-18,64.900002,66.580002,63.930000,64.910004,36.725525,112292200
2006-09-25,64.599998,67.809998,63.869999,67.099998,37.964603,118629100
2006-10-02,67.290001,67.760002,64.839996,67.519997,38.202232,109202100
2006-10-09,67.760002,68.730003,65.959999,68.400002,38.700130,101823600
2006-10-16,68.449997,70.070000,68.419998,69.550003,39.350788,100795700
2006-10-23,68.849998,72.330002,68.720001,71.459999,40.431431,108542600
2006-10-30,71.150002,72.389999,70.010002,72.150002,40.821857,101912100
2006-11-06,72.160004,74.800003,71.900002,74.419998,42.106174,99547900
2006-11-13,74.099998,74.970001,71.760002,73.080002,41.527298,103589900
2006-11-20,72.550003,73.529999,71.849998,72.379997,41.129536,49797200
2006-11-27,72.290001,77.500000,72.139999,77.199997,43.868439,111803900
2006-12-04,77.199997,78.519997,75.279999,75.500000,42.902447,114347700
2006-12-11,75.250000,79.000000,74.820000,77.300003,43.925282,113551100
2006-12-18,77.260002,77.309998,74.900002,75.410004,42.851318,91587600
2006-12-25,75.510002,77.440002,75.400002,76.629997,43.544552,45661100
2007-01-01,76.260002,76.269997,72.209999,73.239998,41.618214,86228800
2007-01-08,73.879997,74.250000,70.639999,72.660004,41.288628,137194200
2007-01-15,72.500000,73.629997,71.190002,73.529999,41.782997,104231100
2007-01-22,73.650002,74.989998,72.500000,73.610001,41.828465,113867600
2007-01-29,73.650002,75.790001,72.800003,75.540001,42.925171,112677600
2007-02-05,75.650002,75.970001,74.239998,75.220001,42.743340,89002000
2007-02-12,74.930000,76.000000,74.330002,75.290001,42.965305,86254100
2007-02-19,74.900002,75.550003,74.199997,75.220001,42.925362,68580200
2007-02-26,75.519997,76.099998,69.309998,70.010002,39.952206,175042200
2007-03-05,69.349998,72.860001,69.019997,71.120003,40.585648,147306900
2007-03-12,70.800003,71.559998,69.519997,69.860001,39.866615,147899000
2007-03-19,70.120003,75.419998,70.110001,75.019997,42.811241,129309200
2007-03-26,75.440002,76.349998,74.510002,75.449997,43.056618,119782500
2007-04-02,75.349998,77.309998,75.279999,77.220001,44.066692,85047300
2007-04-09,76.769997,77.849998,76.459999,77.410004,44.175117,104658400
2007-04-16,77.639999,79.800003,77.040001,79.760002,45.516205,120919100
2007-04-23,79.500000,80.860001,78.500000,80.360001,45.858585,119020100
2007-04-30,80.300003,81.760002,79.050003,80.550003,45.967018,101399600
2007-05-07,80.500000,81.449997,79.309998,81.230003,46.355072,98154500
2007-05-14,81.209999,83.330002,80.309998,83.260002,47.718647,95076400
2007-05-21,83.419998,84.320000,81.889999,83.510002,47.861912,103885700
2007-05-28,83.269997,84.250000,81.910004,84.220001,48.268848,87145500
2007-06-04,83.959999,84.599998,81.230003,82.680000,47.386219,111662900
2007-06-11,82.680000,86.449997,81.949997,85.940002,49.254616,115291600
2007-06-18,86.089996,86.580002,82.110001,82.519997,47.294525,136382100
2007-06-25,82.400002,84.989998,80.849998,83.879997,48.073975,123191100
2007-07-02,84.500000,86.949997,84.120003,86.459999,49.552650,70514500
2007-07-09,86.529999,90.800003,85.900002,90.330002,51.770664,113169900
2007-07-16,89.330002,93.089996,88.730003,91.940002,52.693382,132666400
2007-07-23,91.930000,93.620003,85.489998,85.589996,49.054016,174136000
2007-07-30,86.000000,87.320000,81.529999,82.080002,47.042351,181261900
2007-08-06,81.949997,87.900002,80.419998,84.510002,48.435051,181844400
2007-08-13,85.239998,85.239998,78.760002,84.139999,48.415775,168474100
2007-08-20,83.849998,85.849998,82.510002,85.690002,49.307671,115301500
2007-08-27,85.110001,86.989998,83.000000,85.730003,49.330685,109819000
2007-09-03,85.309998,88.239998,85.209999,85.750000,49.342178,86288200
2007-09-10,85.669998,89.680000,83.879997,88.669998,51.022404,124890500
2007-09-17,88.500000,93.400002,88.300003,92.309998,53.116951,125457400
2007-09-24,92.080002,93.660004,90.209999,92.559998,53.260811,109622100
2007-10-01,92.449997,93.989998,90.330002,91.360001,52.570282,106808600
2007-10-08,90.599998,95.070000,90.160004,93.480003,53.790180,84836800
2007-10-15,94.150002,95.269997,92.000000,92.139999,53.019161,128968900
2007-10-22,91.169998,92.910004,89.669998,92.209999,53.059391,121971600
2007-10-29,92.360001,94.269997,86.839996,87.930000,50.596611,135482200
2007-11-05,87.019997,90.500000,86.510002,86.849998,49.975166,137976400
2007-11-12,86.239998,88.639999,83.370003,85.099998,49.158539,129932800
2007-11-19,84.629997,88.720001,84.000000,88.290001,51.001278,84371500
2007-11-26,88.120003,89.470001,84.000000,89.160004,51.503834,131179300
2007-12-03,88.970001,92.000000,87.709999,91.500000,52.855541,101196600
2007-12-10,91.750000,93.089996,90.000000,91.180000,52.670692,101247100
2007-12-17,90.650002,93.949997,89.040001,93.430000,53.970413,116425000
2007-12-24,93.510002,95.099998,93.330002,95.000000,54.877331,53364000
2007-12-31,94.610001,94.959999,91.879997,92.080002,53.190598,81234300
2008-01-07,92.500000,93.150002,89.500000,90.300003,52.162354,126913300
2008-01-14,90.839996,91.250000,82.800003,85.080002,49.146988,160804400
2008-01-21,80.000000,86.989998,77.550003,83.940002,48.488441,156451200
2008-01-28,83.500000,87.860001,82.540001,85.949997,49.649540,131720100
2008-02-04,86.040001,86.290001,80.360001,81.709999,47.200291,129440600
2008-02-11,81.849998,86.699997,81.040001,85.370003,49.527363,115187100
2008-02-18,86.519997,88.599998,86.029999,87.169998,50.571621,100918700
2008-02-25,87.169998,90.169998,86.250000,87.010002,50.478813,117068400
2008-03-03,86.830002,88.410004,81.970001,82.489998,47.856514,144126100
2008-03-10,82.750000,87.860001,82.000000,85.910004,49.840649,158974700
2008-03-17,83.879997,88.500000,82.750000,85.000000,49.312691,152398500
2008-03-24,85.169998,87.500000,84.330002,85.220001,49.440334,115876300
2008-03-31,85.690002,89.500000,84.260002,88.739998,51.482456,122731600
2008-04-07,89.320000,90.150002,88.230003,88.620003,51.412849,97036200
2008-04-14,88.739998,94.449997,88.529999,94.000000,54.534054,114776200
2008-04-21,94.000000,94.930000,91.709999,92.459999,53.640640,108822000
2008-04-28,92.570000,94.510002,88.300003,89.610001,51.987186,147728600
2008-05-05,89.699997,90.550003,87.970001,88.820000,51.528873,125302000
2008-05-12,88.430000,92.949997,87.599998,92.669998,54.002636,126629000
2008-05-19,92.910004,96.120003,90.660004,90.699997,52.854641,152717000
2008-05-26,90.040001,90.580002,88.419998,88.760002,51.724125,100027500
2008-06-02,88.089996,90.500000,85.000000,86.790001,50.576111,156149400
2008-06-09,87.610001,89.400002,86.320000,88.360001,51.491024,128912200
2008-06-16,88.489998,88.989998,84.769997,84.910004,49.480576,126820100
2008-06-23,85.099998,88.519997,85.089996,86.550003,50.436264,126930800
2008-06-30,86.809998,89.629997,86.750000,88.269997,51.438576,110308100
2008-07-07,87.860001,88.879997,83.760002,85.480003,49.812729,155011400
2008-07-14,86.000000,86.470001,79.099998,81.540001,47.516731,171699100
2008-07-21,81.839996,83.230003,79.730003,81.699997,47.609966,148138300
2008-07-28,81.870003,84.760002,79.449997,79.720001,46.456146,155937900
2008-08-04,79.629997,80.129997,76.139999,78.720001,45.873402,163430000
2008-08-11,78.519997,78.949997,76.190002,77.070000,44.911888,133346700
2008-08-18,77.459999,80.949997,76.300003,80.300003,47.033108,115347800
2008-08-25,80.269997,81.500000,78.639999,80.010002,46.863258,102126500
2008-09-01,78.040001,78.889999,74.690002,75.620003,44.291950,118772500
2008-09-08,76.760002,77.699997,73.260002,77.500000,45.393108,165381400
2008-09-15,74.940002,82.000000,71.510002,79.610001,46.628979,233324300
2008-09-22,80.199997,81.800003,77.019997,80.650002,47.238117,152481400
2008-09-29,78.919998,81.750000,74.059998,77.940002,45.650837,223432900
2008-10-06,75.650002,79.879997,56.509998,62.360001,36.525341,385309600
2008-10-13,64.900002,75.660004,59.169998,68.040001,39.852222,326746400
2008-10-20,70.370003,75.000000,63.900002,69.040001,40.437939,260069000
2008-10-27,67.580002,77.989998,65.000000,74.120003,43.413395,289519700
2008-11-03,73.449997,77.959999,69.400002,73.949997,43.313820,226611100
2008-11-10,75.099998,77.750000,67.540001,73.680000,43.403824,256641400
2008-11-17,73.500000,77.129997,68.300003,75.809998,44.658581,325329500
2008-11-24,76.820000,81.029999,75.309998,80.150002,47.215225,197888600
2008-12-01,77.889999,79.440002,72.680000,76.599998,45.123978,298066200
2008-12-08,78.589996,81.919998,77.510002,80.449997,47.391937,237065200
2008-12-15,81.320000,83.639999,75.019997,75.019997,44.193226,281253400
2008-12-22,75.209999,77.400002,73.269997,77.190002,45.471527,102039500
2008-12-29,78.279999,82.110001,77.089996,81.639999,48.092945,113792300
2009-01-05,81.269997,82.730003,77.379997,77.570000,45.695377,184194100
2009-01-12,76.540001,78.449997,74.010002,78.099998,46.007599,234359400
2009-01-19,77.080002,79.379997,75.779999,78.040001,45.972248,172383800
2009-01-26,78.680000,80.169998,76.000000,76.480003,45.053284,217441900
2009-02-02,76.059998,80.489998,75.660004,80.339996,47.327141,181284200
2009-02-09,80.389999,80.500000,72.699997,74.589996,44.161304,192738700
2009-02-16,72.720001,72.959999,70.209999,71.230003,42.172028,150215000
2009-02-23,72.250000,73.489998,67.900002,67.900002,40.200485,247270200
2009-03-02,67.000000,67.430000,61.860001,64.029999,37.909229,252609500
2009-03-09,62.880001,67.959999,62.869999,67.199997,39.786037,207500500
2009-03-16,67.040001,70.430000,65.669998,66.089996,39.128853,212164700
2009-03-23,66.989998,71.489998,66.860001,69.980003,41.431957,187847500
2009-03-30,68.540001,71.150002,66.500000,70.440002,41.704292,177584800
2009-04-06,69.660004,70.430000,67.889999,69.839996,41.349060,108116800
2009-04-13,68.639999,69.059998,66.349998,66.750000,39.519615,145678400
2009-04-20,66.019997,67.000000,64.500000,66.570000,39.413044,156746800
2009-04-27,65.290001,68.739998,65.050003,68.010002,40.265617,145455900
2009-05-04,68.500000,71.230003,67.160004,70.800003,41.917439,146459200
2009-05-11,69.480003,71.199997,65.599998,69.110001,40.916855,126077800
2009-05-18,69.739998,71.389999,67.989998,68.830002,40.994274,117127500
2009-05-25,68.389999,70.620003,67.910004,69.349998,41.303986,113409000
2009-06-01,70.459999,73.500000,70.250000,72.970001,43.460011,142651500
2009-06-08,72.480003,74.830002,72.000000,73.779999,43.942425,125155200
2009-06-15,72.639999,73.430000,70.419998,71.050003,42.316475,145514000
2009-06-22,70.099998,70.169998,68.080002,69.050003,41.125328,131969600
2009-06-29,69.449997,71.510002,68.000000,68.489998,40.791775,97192400
2009-07-06,67.669998,68.150002,64.750000,65.120003,38.784649,133573100
2009-07-13,65.169998,68.800003,64.459999,68.519997,40.809643,133526800
2009-07-20,69.110001,72.379997,68.129997,72.290001,43.055004,117305800
2009-07-27,72.410004,72.790001,69.430000,70.389999,41.923393,130418300
2009-08-03,70.959999,71.400002,69.349998,69.470001,41.375450,99129300
2009-08-10,69.120003,69.709999,67.650002,68.209999,40.625008,91827400
2009-08-17,67.370003,70.000000,66.089996,69.919998,41.897827,117697800
2009-08-24,70.040001,71.889999,69.900002,70.120003,42.017681,104672300
2009-08-31,69.449997,69.849998,67.830002,69.180000,41.454411,95340200
2009-09-07,69.849998,71.080002,69.699997,69.980003,41.933781,78264700
2009-09-14,69.110001,70.480003,69.040001,69.989998,41.939777,123343300
2009-09-21,69.150002,70.339996,68.349998,68.699997,41.166775,91456300
2009-09-28,68.809998,69.849998,66.500000,66.580002,39.896416,100520000
2009-10-05,66.790001,69.300003,66.110001,69.269997,41.508331,91093600
2009-10-12,69.510002,73.349998,69.440002,73.120003,43.815357,108503100
2009-10-19,73.150002,74.650002,72.360001,73.570000,44.085007,110240300
2009-10-26,73.809998,75.000000,71.050003,71.669998,42.946465,146040300
2009-11-02,72.050003,72.849998,71.040001,72.580002,43.491776,98189700
2009-11-09,72.959999,73.430000,71.709999,72.470001,43.425858,77953100
2009-11-16,73.650002,75.400002,73.330002,74.379997,44.829777,97416400
2009-11-23,75.440002,76.540001,74.349998,74.870003,45.125114,61442500
2009-11-30,74.489998,76.300003,73.910004,74.250000,44.751446,95152500
2009-12-07,73.949997,74.720001,72.099998,72.830002,43.895588,94109000
2009-12-14,70.800003,71.300003,67.639999,68.209999,41.111053,313206700
2009-12-21,68.470001,69.209999,68.160004,68.660004,41.382278,89520000
2009-12-28,69.080002,69.400002,68.110001,68.190002,41.099003,78393200
2010-01-04,68.720001,70.599998,68.190002,69.519997,41.900597,145112400
2010-01-11,69.940002,70.519997,68.650002,69.110001,41.653500,135108800
2010-01-18,68.739998,69.349998,66.000000,66.099998,39.839329,138910900
2010-01-25,66.550003,66.760002,64.019997,64.430000,38.832809,177342200
2010-02-01,65.769997,67.230003,63.560001,64.800003,39.055805,171941300
2010-02-08,64.910004,65.709999,64.160004,64.800003,39.055805,142653200
2010-02-15,65.440002,66.449997,65.080002,65.870003,39.959702,99138000
2010-02-22,66.099998,66.120003,64.150002,65.000000,39.431923,121110700
2010-03-01,65.360001,66.519997,65.080002,66.470001,40.323692,114701300
2010-03-08,66.769997,67.580002,66.220001,66.800003,40.523880,116829800
2010-03-15,66.669998,67.889999,65.900002,67.040001,40.669483,167433400
2010-03-22,66.489998,67.199997,66.169998,66.540001,40.366146,117543100
2010-03-29,66.660004,67.800003,66.589996,67.610001,41.015266,85835300
2010-04-05,67.839996,68.980003,66.849998,68.760002,41.712902,110369800
2010-04-12,68.800003,69.050003,67.709999,67.930000,41.209396,106693200
2010-04-19,67.750000,69.430000,67.570000,69.239998,42.004093,115789400
2010-04-26,69.029999,70.000000,67.730003,67.769997,41.112324,178818300
2010-05-03,68.110001,68.220001,58.459999,63.700001,38.643288,219982400
2010-05-10,65.419998,65.750000,62.910000,63.599998,38.582623,159125900
2010-05-17,63.740002,64.269997,59.160000,60.880001,37.183353,213100600
2010-05-24,60.740002,61.669998,58.459999,60.459999,36.926838,176400700
2010-05-31,60.380001,62.009998,59.139999,59.529999,36.358826,139043300
2010-06-07,59.980000,62.000000,59.200001,61.860001,37.781918,162790600
2010-06-14,62.060001,63.369999,61.320000,63.099998,38.539257,125910300
2010-06-21,64.099998,64.500000,59.099998,59.099998,36.096188,241295500
2010-06-28,59.310001,59.389999,55.939999,56.570000,34.550957,219997200
2010-07-05,57.169998,59.200001,56.770000,58.779999,35.900749,145116100
2010-07-12,58.290001,59.720001,57.810001,57.959999,35.399921,140633300
2010-07-19,58.330002,59.810001,57.599998,59.720001,36.474880,117959800
2010-07-26,59.700001,61.880001,59.599998,59.680000,36.450432,129266000
2010-08-02,60.639999,62.990002,60.610001,61.970001,37.849094,123336200
2010-08-09,62.560001,62.669998,59.560001,59.910000,36.590923,93803700
2010-08-16,59.599998,61.160000,58.549999,58.889999,36.225311,96678100
2010-08-23,58.970001,60.049999,58.049999,59.799999,36.785076,118561200
2010-08-30,59.560001,61.599998,58.500000,61.320000,37.720093,110182200
2010-09-06,60.889999,61.590000,60.450001,61.200001,37.646275,67829900
2010-09-13,61.389999,61.520000,60.360001,60.779999,37.387920,102768900
2010-09-20,61.040001,62.130001,60.900002,61.750000,37.984604,103764100
